Edge,GO,Ref,ONTOLOGY,ID,Description,Diff_RR,Diff_Corr,Count,TF(Corr),TF(RR),TF(Count),IDF(Corr),IDF(RR),IDF(Count),TFIDF(Corr),TFIDF(RR),TFIDF(Count)
"['ICD9 218', 'ICD9 780']",GO:0043122,"['ICD9 218', 'ICD9 780']_GO:0043122",BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,1.1923681478528372,1.0936881328652968,1.4170660197866443,0.0005860872076745076,0.17465951261666257,0.06441209180848383
"['ICD9 218', 'ICD9 780']",GO:1903829,"['ICD9 218', 'ICD9 780']_GO:1903829",BP,GO:1903829,positive regulation of protein localization,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,0.8983930003837383,0.7185581161961222,1.0986122886681098,0.0004415889890529124,0.11475210033847864,0.04993692221218681
"['ICD9 218', 'ICD9 780']",GO:0033157,"['ICD9 218', 'ICD9 780']_GO:0033157",BP,GO:0033157,regulation of intracellular protein transport,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,1.847580754222827,1.642978621378259,1.8870696490323797,0.0009081452294289756,0.2623799569788935,0.08577589313783544
"['ICD9 218', 'ICD9 780']",GO:0043123,"['ICD9 218', 'ICD9 780']_GO:0043123",BP,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,1.7101634195660376,1.3882959042898748,1.7047480922384253,0.0008406001997331544,0.2217077050801676,0.07748854964720116
"['ICD9 218', 'ICD9 780']",GO:0042176,"['ICD9 218', 'ICD9 780']_GO:0042176",BP,GO:0042176,regulation of protein catabolic process,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,0.8660861793506169,0.7177936771352152,1.0116009116784799,0.0004257091497916585,0.11463002115539987,0.04598185962174909
"['ICD9 218', 'ICD9 780']",GO:0045732,"['ICD9 218', 'ICD9 780']_GO:0045732",BP,GO:0045732,positive regulation of protein catabolic process,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,1.3902324276726954,1.1471194551981687,1.2992829841302609,0.000683343850655934,0.1831923735270887,0.05905831746046641
"['ICD9 218', 'ICD9 780']",GO:0046785,"['ICD9 218', 'ICD9 780']_GO:0046785",BP,GO:0046785,microtubule polymerization,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.6968568726312188,2.3062861201651983,2.803360380906535,0.0013255916948339299,0.36830865911227695,0.12742547185938796
"['ICD9 218', 'ICD9 780']",GO:2000377,"['ICD9 218', 'ICD9 780']_GO:2000377",BP,GO:2000377,regulation of reactive oxygen species metabolic process,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:1902905,"['ICD9 218', 'ICD9 780']_GO:1902905",BP,GO:1902905,positive regulation of supramolecular fiber organization,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:0010821,"['ICD9 218', 'ICD9 780']_GO:0010821",BP,GO:0010821,regulation of mitochondrion organization,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:1903076,"['ICD9 218', 'ICD9 780']_GO:1903076",BP,GO:1903076,regulation of protein localization to plasma membrane,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:1903828,"['ICD9 218', 'ICD9 780']_GO:1903828",BP,GO:1903828,negative regulation of protein localization,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:0031968,"['ICD9 218', 'ICD9 780']_GO:0031968",CC,GO:0031968,organelle outer membrane,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.1298062084346916,1.7624947865176317,2.1102132003465894,0.0010468680967678607,0.28146641730133204,0.09591878183393589
"['ICD9 218', 'ICD9 780']",GO:0019867,"['ICD9 218', 'ICD9 780']_GO:0019867",CC,GO:0019867,outer membrane,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.1298062084346916,1.7624947865176317,2.1102132003465894,0.0010468680967678607,0.28146641730133204,0.09591878183393589
"['ICD9 218', 'ICD9 780']",GO:0005635,"['ICD9 218', 'ICD9 780']_GO:0005635",CC,GO:0005635,nuclear envelope,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.0213461460995124,1.7476459138891862,2.1102132003465894,0.0009935564956548178,0.2790950860431272,0.09591878183393589
"['ICD9 218', 'ICD9 780']",GO:0031970,"['ICD9 218', 'ICD9 780']_GO:0031970",CC,GO:0031970,organelle envelope lumen,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:0042575,"['ICD9 218', 'ICD9 780']_GO:0042575",CC,GO:0042575,DNA polymerase complex,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 218', 'ICD9 780']",GO:0034774,"['ICD9 218', 'ICD9 780']_GO:0034774",CC,GO:0034774,secretory granule lumen,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.9224744752040133,2.3323923405578846,2.803360380906535,0.0014364899865504793,0.37247776325909077,0.12742547185938796
"['ICD9 218', 'ICD9 780']",GO:0060205,"['ICD9 218', 'ICD9 780']_GO:0060205",CC,GO:0060205,cytoplasmic vesicle lumen,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.9224744752040133,2.3323923405578846,2.803360380906535,0.0014364899865504793,0.37247776325909077,0.12742547185938796
"['ICD9 218', 'ICD9 780']",GO:0031983,"['ICD9 218', 'ICD9 780']_GO:0031983",CC,GO:0031983,vesicle lumen,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,2.9224744752040133,2.3323923405578846,2.803360380906535,0.0014364899865504793,0.37247776325909077,0.12742547185938796
"['ICD9 218', 'ICD9 780']",GO:0051087,"['ICD9 218', 'ICD9 780']_GO:0051087",MF,GO:0051087,protein-folding chaperone binding,3.513350069456991,0.0108137059783574,22,0.0004915320899253364,0.1596977304298632,0.045454545454545456,3.856761856326429,3.0439523498900924,3.4965075614664802,0.0018957222155844497,0.48611228181409666,0.15893216188484002
"['ICD9 250', 'ICD9 079']",GO:0097066,"['ICD9 250', 'ICD9 079']_GO:0097066",BP,GO:0097066,response to thyroid hormone,1.3606963635934193,0.015759546693382,2,0.007879773346691,0.6803481817967096,0.5,2.73183622392575,2.876542248099658,2.3978952727983707,0.02152625026481511,1.957050288356022,1.1989476363991853
"['ICD9 250', 'ICD9 079']",GO:0004222,"['ICD9 250', 'ICD9 079']_GO:0004222",MF,GO:0004222,metalloendopeptidase activity,1.3606963635934193,0.015759546693382,2,0.007879773346691,0.6803481817967096,0.5,2.2799296959205293,2.3771686704910007,1.8870696490323797,0.017965329250243904,1.6173023827926538,0.9435348245161899
"['ICD9 250', 'ICD9 272']",GO:0045732,"['ICD9 250', 'ICD9 272']_GO:0045732",BP,GO:0045732,positive regulation of protein catabolic process,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,1.3902324276726954,1.1471194551981687,1.2992829841302609,0.0006158313856851546,0.07367604093191288,0.07642841083119181
"['ICD9 250', 'ICD9 272']",GO:0071827,"['ICD9 250', 'ICD9 272']_GO:0071827",BP,GO:0071827,plasma lipoprotein particle organization,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.667029114621583,3.5602933065374387,2.803360380906535,0.001624384222417867,0.228666957214803,0.16490355181803146
"['ICD9 250', 'ICD9 272']",GO:0071825,"['ICD9 250', 'ICD9 272']_GO:0071825",BP,GO:0071825,protein-lipid complex organization,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.667029114621583,3.5602933065374387,2.803360380906535,0.001624384222417867,0.228666957214803,0.16490355181803146
"['ICD9 250', 'ICD9 272']",GO:0007034,"['ICD9 250', 'ICD9 272']_GO:0007034",BP,GO:0007034,vacuolar transport,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.667029114621583,3.5602933065374387,2.803360380906535,0.001624384222417867,0.228666957214803,0.16490355181803146
"['ICD9 250', 'ICD9 272']",GO:0016050,"['ICD9 250', 'ICD9 272']_GO:0016050",BP,GO:0016050,vesicle organization,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.4638822129624276,3.151995560146597,2.3978952727983707,0.0015343962208030342,0.20244321797022477,0.1410526631057865
"['ICD9 250', 'ICD9 272']",GO:0007041,"['ICD9 250', 'ICD9 272']_GO:0007041",BP,GO:0007041,lysosomal transport,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.667029114621583,3.5602933065374387,2.803360380906535,0.001624384222417867,0.228666957214803,0.16490355181803146
"['ICD9 250', 'ICD9 272']",GO:0034375,"['ICD9 250', 'ICD9 272']_GO:0034375",BP,GO:0034375,high-density lipoprotein particle remodeling,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,4.218615938651201,4.2126406241236145,3.4965075614664802,0.0018687206883255703,0.270565268201081,0.2056769153803812
"['ICD9 250', 'ICD9 272']",GO:0045019,"['ICD9 250', 'ICD9 272']_GO:0045019",BP,GO:0045019,negative regulation of nitric oxide biosynthetic process,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.888564628020572,3.535525782017729,2.803360380906535,0.0017225178290575557,0.22707621342432216,0.16490355181803146
"['ICD9 250', 'ICD9 272']",GO:1904406,"['ICD9 250', 'ICD9 272']_GO:1904406",BP,GO:1904406,negative regulation of nitric oxide metabolic process,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.888564628020572,3.535525782017729,2.803360380906535,0.0017225178290575557,0.22707621342432216,0.16490355181803146
"['ICD9 250', 'ICD9 272']",GO:0097066,"['ICD9 250', 'ICD9 272']_GO:0097066",BP,GO:0097066,response to thyroid hormone,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,2.73183622392575,2.876542248099658,2.3978952727983707,0.001210121742061086,0.18475167817352997,0.1410526631057865
"['ICD9 250', 'ICD9 272']",GO:0005765,"['ICD9 250', 'ICD9 272']_GO:0005765",CC,GO:0005765,lysosomal membrane,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.192403725767136,3.1522724198304326,2.3978952727983707,0.001414139370491277,0.20246099983706195,0.1410526631057865
"['ICD9 250', 'ICD9 272']",GO:0098852,"['ICD9 250', 'ICD9 272']_GO:0098852",CC,GO:0098852,lytic vacuole membrane,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.192403725767136,3.1522724198304326,2.3978952727983707,0.001414139370491277,0.20246099983706195,0.1410526631057865
"['ICD9 250', 'ICD9 272']",GO:0005811,"['ICD9 250', 'ICD9 272']_GO:0005811",CC,GO:0005811,lipid droplet,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.061258262962575,2.8631075161181037,2.1102132003465894,0.0013560458528336181,0.18388880564626447,0.12413018825568173
"['ICD9 250', 'ICD9 272']",GO:0005774,"['ICD9 250', 'ICD9 272']_GO:0005774",CC,GO:0005774,vacuolar membrane,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,3.192403725767136,3.1522724198304326,2.3978952727983707,0.001414139370491277,0.20246099983706195,0.1410526631057865
"['ICD9 250', 'ICD9 272']",GO:0031902,"['ICD9 250', 'ICD9 272']_GO:0031902",CC,GO:0031902,late endosome membrane,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,4.218615938651201,4.2126406241236145,3.4965075614664802,0.0018687206883255703,0.270565268201081,0.2056769153803812
"['ICD9 250', 'ICD9 272']",GO:0030674,"['ICD9 250', 'ICD9 272']_GO:0030674",MF,GO:0030674,protein-macromolecule adaptor activity,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,1.9089896626541951,1.8236796762296492,1.7047480922384253,0.0008456253255284776,0.11712947406107925,0.10027929954343678
"['ICD9 250', 'ICD9 272']",GO:0001618,"['ICD9 250', 'ICD9 272']_GO:0001618",MF,GO:0001618,virus receptor activity,1.0918589953006652,0.0075304915554109,17,0.0004429700914947588,0.06422699972356855,0.058823529411764705,4.218615938651201,4.2126406241236145,3.4965075614664802,0.0018687206883255703,0.270565268201081,0.2056769153803812
"['ICD9 272', 'ICD9 079']",GO:0016485,"['ICD9 272', 'ICD9 079']_GO:0016485",BP,GO:0016485,protein processing,1.1488488475301624,0.0044155324245525,2,0.00220776621227625,0.5744244237650812,0.5,2.6936496260103215,3.072895216525588,2.803360380906535,0.005946948632016145,1.7651460640431853,1.4016801904532674
"['ICD9 272', 'ICD9 079']",GO:0004222,"['ICD9 272', 'ICD9 079']_GO:0004222",MF,GO:0004222,metalloendopeptidase activity,1.1488488475301624,0.0044155324245525,2,0.00220776621227625,0.5744244237650812,0.5,2.2799296959205293,2.3771686704910007,1.8870696490323797,0.005033551749018609,1.3655037437391973,0.9435348245161899
"['ICD9 285', 'ICD9 311']",GO:0070585,"['ICD9 285', 'ICD9 311']_GO:0070585",BP,GO:0070585,protein localization to mitochondrion,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.8170411445352452,2.4644981324586723,2.803360380906535,0.0018830781350466907,0.3592183451713691,0.1121344152362614
"['ICD9 285', 'ICD9 311']",GO:0072594,"['ICD9 285', 'ICD9 311']_GO:0072594",BP,GO:0072594,establishment of protein localization to organelle,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.2618522479290166,2.2218856522484614,2.3978952727983707,0.0015119567994396571,0.3238558295698301,0.09591581091193482
"['ICD9 285', 'ICD9 311']",GO:0006839,"['ICD9 285', 'ICD9 311']_GO:0006839",BP,GO:0006839,mitochondrial transport,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.9512326473918362,1.9151280430340099,2.1102132003465894,0.0013043201523061266,0.2791436996235971,0.08440852801386357
"['ICD9 285', 'ICD9 311']",GO:0007006,"['ICD9 285', 'ICD9 311']_GO:0007006",BP,GO:0007006,mitochondrial membrane organization,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.6506473954202185,2.4266129504739578,2.803360380906535,0.0017718506397100384,0.3536963071548548,0.1121344152362614
"['ICD9 285', 'ICD9 311']",GO:0007249,"['ICD9 285', 'ICD9 311']_GO:0007249",BP,GO:0007249,canonical NF-kappaB signal transduction,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.3125434700526897,1.2047737195986328,1.4170660197866443,0.0008773822542667541,0.1756044430142952,0.056682640791465774
"['ICD9 285', 'ICD9 311']",GO:0045732,"['ICD9 285', 'ICD9 311']_GO:0045732",BP,GO:0045732,positive regulation of protein catabolic process,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.3902324276726954,1.1471194551981687,1.2992829841302609,0.000929314182102667,0.16720091891450384,0.05197131936521043
"['ICD9 285', 'ICD9 311']",GO:0042176,"['ICD9 285', 'ICD9 311']_GO:0042176",BP,GO:0042176,regulation of protein catabolic process,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,0.8660861793506169,0.7177936771352152,1.0116009116784799,0.0005789436020716482,0.10462359596829918,0.0404640364671392
"['ICD9 285', 'ICD9 311']",GO:0043122,"['ICD9 285', 'ICD9 311']_GO:0043122",BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.1923681478528372,1.0936881328652968,1.4170660197866443,0.0007970499090875828,0.15941291902278384,0.056682640791465774
"['ICD9 285', 'ICD9 311']",GO:0043123,"['ICD9 285', 'ICD9 311']_GO:0043123",BP,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.7101634195660376,1.3882959042898748,1.7047480922384253,0.001143175117973927,0.20235412264227434,0.06818992368953701
"['ICD9 285', 'ICD9 311']",GO:0034504,"['ICD9 285', 'ICD9 311']_GO:0034504",BP,GO:0034504,protein localization to nucleus,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.9379090377267794,1.737530635221443,2.1102132003465894,0.0012954138578102736,0.2532575988792197,0.08440852801386357
"['ICD9 285', 'ICD9 311']",GO:1903829,"['ICD9 285', 'ICD9 311']_GO:1903829",BP,GO:1903829,positive regulation of protein localization,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,0.8983930003837383,0.7185581161961222,1.0986122886681098,0.0006005394060301218,0.10473501846476072,0.04394449154672439
"['ICD9 285', 'ICD9 311']",GO:0032386,"['ICD9 285', 'ICD9 311']_GO:0032386",BP,GO:0032386,regulation of intracellular transport,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,1.2454668562937994,1.1741576779564769,1.550597412411167,0.0008325442493311972,0.17114193453455814,0.062023896496446684
"['ICD9 285', 'ICD9 311']",GO:0046209,"['ICD9 285', 'ICD9 311']_GO:0046209",BP,GO:0046209,nitric oxide metabolic process,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,3.4214797838598265,3.007459603999128,3.4965075614664802,0.002287120932894172,0.43835888852572463,0.1398603024586592
"['ICD9 285', 'ICD9 311']",GO:2001057,"['ICD9 285', 'ICD9 311']_GO:2001057",BP,GO:2001057,reactive nitrogen species metabolic process,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,3.4214797838598265,3.007459603999128,3.4965075614664802,0.002287120932894172,0.43835888852572463,0.1398603024586592
"['ICD9 285', 'ICD9 311']",GO:0031968,"['ICD9 285', 'ICD9 311']_GO:0031968",CC,GO:0031968,organelle outer membrane,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.1298062084346916,1.7624947865176317,2.1102132003465894,0.0014236893595857398,0.25689630365205646,0.08440852801386357
"['ICD9 285', 'ICD9 311']",GO:0019867,"['ICD9 285', 'ICD9 311']_GO:0019867",CC,GO:0019867,outer membrane,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.1298062084346916,1.7624947865176317,2.1102132003465894,0.0014236893595857398,0.25689630365205646,0.08440852801386357
"['ICD9 285', 'ICD9 311']",GO:0005741,"['ICD9 285', 'ICD9 311']_GO:0005741",CC,GO:0005741,mitochondrial outer membrane,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.3256081570214073,2.0877158299974283,2.3978952727983707,0.0015545750475347562,0.3042996120640491,0.09591581091193482
"['ICD9 285', 'ICD9 311']",GO:0030139,"['ICD9 285', 'ICD9 311']_GO:0030139",CC,GO:0030139,endocytic vesicle,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,3.135055695678021,2.7639806525704875,2.803360380906535,0.0020956580077423187,0.40287007850621737,0.1121344152362614
"['ICD9 285', 'ICD9 311']",GO:0034774,"['ICD9 285', 'ICD9 311']_GO:0034774",CC,GO:0034774,secretory granule lumen,3.6439299794985023,0.0167114894532128,25,0.000668459578128512,0.1457571991799401,0.04,2.9224744752040133,2.3323923405578846,2.803360380906535,0.0019535560547862194,0.3399629749484622,0.1121344152362614
